,nfe,best_score,elapsed_time,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,probability_SBX,probability_PCX,probability_DE,probability_UNDX,probability_SPX,probability_UM,number_of_nodes,number_of_units,config,seed,improvement,elapsed time (min),scaled score
1,250,0.39,0.3286836147308349,8.0,,,,,,,,,,0.2095238095238095,0.1714285714285714,0.0952380952380952,0.2095238095238095,0.2,0.1142857142857142,957,1,7,1,0.10400000000000004,0.0054780602455139155,0.8823529411764706
5,854,0.442,0.761385440826416,3.0,,,,,,,,,,0.2476190476190476,0.2476190476190476,0.1047619047619047,0.1904761904761904,0.1809523809523809,0.0285714285714285,957,1,7,1,0.05199999999999999,0.012689757347106933,1.0
0,100,0.286,0.2125043869018554,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,7,1,0.0,0.0035417397816975902,0.6470588235294117
0,100,0.442,0.2186858654022216,3.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,7,2,0.0,0.00364476442337036,1.0
1,251,0.442,0.356508731842041,3.0,,,,,,,,,,0.219047619047619,0.1714285714285714,0.1238095238095238,0.1904761904761904,0.1904761904761904,0.1047619047619047,957,1,7,3,0.16599999999999998,0.00594181219736735,1.0
0,100,0.276,0.2234547138214111,7.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,7,3,0.0,0.003724245230356852,0.6244343891402715
2,401,0.442,0.53302001953125,3.0,,,,,,,,,,0.2403846153846154,0.1634615384615384,0.0961538461538461,0.2115384615384615,0.2211538461538461,0.0673076923076923,957,1,7,4,0.15600000000000003,0.0088836669921875,1.0
0,100,0.286,0.2194364070892334,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,7,4,0.0,0.0036572734514872234,0.6470588235294117
1,250,0.21,0.3668320178985595,0.0,,,,,,,,,,0.3047619047619048,0.2,0.0857142857142857,0.2,0.1619047619047619,0.0476190476190476,957,1,8,0,0.009999999999999981,0.006113866964975992,0.9545454545454545
2,401,0.22,0.5080544948577881,3.0,,,,,,,,,,0.3523809523809524,0.1904761904761904,0.0761904761904762,0.219047619047619,0.1428571428571428,0.019047619047619,957,1,8,0,0.010000000000000009,0.008467574914296469,1.0
0,100,0.2,0.2206141948699951,1.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,8,0,0.0,0.0036769032478332513,0.9090909090909092
2,402,0.21,0.4658865928649902,0.0,,,,,,,,,,0.2115384615384615,0.2211538461538461,0.0865384615384615,0.1923076923076923,0.2211538461538461,0.0673076923076923,957,1,8,1,0.03999999999999998,0.007764776547749836,0.9545454545454545
5,852,0.22,0.8051338195800781,3.0,,,,,,,,,,0.2403846153846154,0.3365384615384615,0.1153846153846153,0.0865384615384615,0.1923076923076923,0.0288461538461538,957,1,8,1,0.010000000000000009,0.013418896993001302,1.0
0,100,0.17,0.2194914817810058,6.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,8,1,0.0,0.0036581913630167632,0.7727272727272728
1,250,0.21,0.523709774017334,0.0,,,,,,,,,,0.1714285714285714,0.2,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.0952380952380952,957,1,8,2,0.03999999999999998,0.008728496233622233,0.9545454545454545
3,551,0.22,0.9376041889190674,3.0,,,,,,,,,,0.2761904761904762,0.1904761904761904,0.1809523809523809,0.1904761904761904,0.1238095238095238,0.0380952380952381,957,1,8,2,0.010000000000000009,0.015626736481984458,1.0
0,100,0.17,0.2253673076629638,6.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,8,2,0.0,0.00375612179438273,0.7727272727272728
2,401,0.22,0.4652283191680908,3.0,,,,,,,,,,0.2952380952380952,0.2761904761904762,0.0761904761904762,0.1523809523809524,0.1333333333333333,0.0666666666666666,957,1,8,3,0.010000000000000009,0.00775380531946818,1.0
0,100,0.21,0.2262370586395263,0.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,8,3,0.0,0.0037706176439921053,0.9545454545454545
1,251,0.22,0.4270739555358886,3.0,,,,,,,,,,0.1333333333333333,0.2285714285714285,0.0857142857142857,0.1619047619047619,0.2952380952380952,0.0952380952380952,957,1,8,4,0.017999999999999988,0.0071178992589314765,1.0
0,100,0.202,0.2255985736846923,2.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,8,4,0.0,0.003759976228078205,0.9181818181818182
1,251,0.43,0.3653719425201416,3.0,,,,,,,,,,0.2666666666666666,0.2857142857142857,0.0666666666666666,0.1142857142857142,0.2095238095238095,0.0571428571428571,957,1,9,0,0.055999999999999994,0.006089532375335693,1.0
0,100,0.374,0.2253262996673584,1.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,9,0,0.0,0.003755438327789307,0.8697674418604652
0,100,0.43,0.2184319496154785,3.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,9,1,0.0,0.003640532493591308,1.0
1,250,0.346,0.4037506580352783,12.0,,,,,,,,,,0.2,0.2476190476190476,0.0952380952380952,0.2285714285714285,0.1904761904761904,0.0380952380952381,957,1,9,2,0.003999999999999948,0.0067291776339213055,0.8046511627906976
2,400,0.43,0.5431451797485352,3.0,,,,,,,,,,0.238095238095238,0.2571428571428571,0.1047619047619047,0.2095238095238095,0.1714285714285714,0.019047619047619,957,1,9,2,0.08400000000000002,0.009052419662475586,1.0
0,100,0.342,0.2277586460113525,0.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,9,2,0.0,0.003795977433522542,0.7953488372093024
1,250,0.43,0.4395372867584228,3.0,,,,,,,,,,0.0761904761904762,0.2,0.1619047619047619,0.2,0.2761904761904762,0.0857142857142857,957,1,9,3,0.04199999999999998,0.007325621445973713,1.0
0,100,0.388,0.2276675701141357,15.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,9,3,0.0,0.0037944595019022615,0.9023255813953489
0,100,0.43,0.2291233539581298,3.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,9,4,0.0,0.00381872256596883,1.0
1,241,0.072,0.4375324249267578,69.0,60.0,,,,,,,,,0.2476190476190476,0.1047619047619047,0.1047619047619047,0.2857142857142857,0.1904761904761904,0.0666666666666666,957,2,0,0,0.001999999999999988,0.00729220708211263,0.7346938775510203
3,529,0.074,0.9683871269226074,85.0,127.0,,,,,,,,,0.4285714285714285,0.1619047619047619,0.0761904761904762,0.1142857142857142,0.1619047619047619,0.0571428571428571,957,2,0,0,0.0020000000000000018,0.016139785448710125,0.7551020408163265
7,1110,0.092,1.4439127445220947,69.0,25.0,,,,,,,,,0.5142857142857142,0.1428571428571428,0.0571428571428571,0.0857142857142857,0.1523809523809524,0.0476190476190476,957,2,0,0,0.018000000000000002,0.02406521240870158,0.9387755102040816
19,2859,0.098,2.653241872787476,69.0,8.0,,,,,,,,,0.5714285714285714,0.3047619047619048,0.019047619047619,0.0095238095238095,0.0857142857142857,0.0095238095238095,957,2,0,0,0.006000000000000005,0.044220697879791264,1.0
0,100,0.07,0.237971544265747,187.0,127.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,2,0,0,0.0,0.003966192404429116,0.7142857142857143
1,243,0.066,0.3789169788360595,166.0,127.0,,,,,,,,,0.2857142857142857,0.1809523809523809,0.0571428571428571,0.219047619047619,0.1142857142857142,0.1428571428571428,957,2,0,1,0.028000000000000004,0.006315282980600992,0.673469387755102
2,381,0.074,0.4745676517486572,156.0,127.0,,,,,,,,,0.3523809523809524,0.1619047619047619,0.0666666666666666,0.1809523809523809,0.0666666666666666,0.1714285714285714,957,2,0,1,0.007999999999999993,0.00790946086247762,0.7551020408163265
3,522,0.078,0.5658862590789795,69.0,11.0,,,,,,,,,0.4380952380952381,0.1809523809523809,0.0571428571428571,0.1238095238095238,0.0666666666666666,0.1333333333333333,957,2,0,1,0.0040000000000000036,0.009431437651316325,0.7959183673469388
5,809,0.08,0.7949204444885254,69.0,3.0,,,,,,,,,0.5619047619047619,0.1238095238095238,0.0476190476190476,0.0857142857142857,0.0857142857142857,0.0952380952380952,957,2,0,1,0.0020000000000000018,0.013248674074808757,0.8163265306122449
7,1095,0.098,0.9833056926727296,69.0,8.0,,,,,,,,,0.6886792452830188,0.1226415094339622,0.0283018867924528,0.0660377358490566,0.0471698113207547,0.0471698113207547,957,2,0,1,0.018000000000000002,0.01638842821121216,1.0
0,100,0.038,0.2379043102264404,21.0,18.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,2,0,1,0.0,0.00396507183710734,0.3877551020408163
1,239,0.042,0.4599905014038086,136.0,53.0,,,,,,,,,0.2666666666666666,0.238095238095238,0.1047619047619047,0.1238095238095238,0.0857142857142857,0.1809523809523809,957,2,0,2,0.0020000000000000018,0.0076665083567301435,0.4285714285714286
2,382,0.086,0.7275755405426025,69.0,45.0,,,,,,,,,0.3714285714285714,0.238095238095238,0.0571428571428571,0.0952380952380952,0.0857142857142857,0.1523809523809524,957,2,0,2,0.04399999999999999,0.012126259009043376,0.8775510204081631
6,949,0.088,1.1649785041809082,69.0,7.0,,,,,,,,,0.4952380952380952,0.2476190476190476,0.019047619047619,0.019047619047619,0.0666666666666666,0.1523809523809524,957,2,0,2,0.0020000000000000018,0.019416308403015135,0.8979591836734693
9,1383,0.092,1.4477365016937256,69.0,12.0,,,,,,,,,0.5471698113207547,0.1886792452830188,0.0283018867924528,0.0283018867924528,0.0660377358490566,0.1415094339622641,957,2,0,2,0.0040000000000000036,0.024128941694895427,0.9387755102040816
11,1675,0.098,1.6491143703460691,69.0,8.0,,,,,,,,,0.6415094339622641,0.160377358490566,0.0377358490566037,0.0188679245283018,0.0283018867924528,0.1132075471698113,957,2,0,2,0.006000000000000005,0.027485239505767818,1.0
0,100,0.04,0.2359659671783447,92.0,47.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,2,0,2,0.0,0.003932766119639078,0.40816326530612246
1,246,0.058,0.3483579158782959,14.0,41.0,,,,,,,,,0.2,0.1523809523809524,0.1333333333333333,0.2571428571428571,0.1714285714285714,0.0857142857142857,957,2,0,3,0.012000000000000004,0.005805965264638265,0.5918367346938775
